,open,high,low,close,adjclose,volume,ticker
2013-08-08,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-12,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-13,200.0,200.0,200.0,200.0,182.5316925048828,5.0,UNITEDTEA.NS
2013-08-14,200.0,200.0,200.0,200.0,182.5316925048828,6.0,UNITEDTEA.NS
2013-08-16,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-19,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-20,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-21,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-22,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-23,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-26,210.0,210.0,210.0,210.0,191.65829467773438,2.0,UNITEDTEA.NS
2013-08-27,200.0,220.5,200.0,200.0,182.5316925048828,500.0,UNITEDTEA.NS
2013-08-28,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-29,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-08-30,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-09-02,210.0,210.0,210.0,210.0,191.65829467773438,2.0,UNITEDTEA.NS
2013-09-03,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-09-04,205.0,205.0,205.0,205.0,187.0950164794922,1.0,UNITEDTEA.NS
2013-09-05,205.0,205.0,205.0,205.0,187.0950164794922,2.0,UNITEDTEA.NS
2013-09-06,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-10,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-11,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-12,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-13,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-16,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-17,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-18,205.0,205.0,205.0,205.0,187.0950164794922,0.0,UNITEDTEA.NS
2013-09-19,200.0,200.0,200.0,200.0,182.5316925048828,1350.0,UNITEDTEA.NS
2013-09-20,200.0,200.0,200.0,200.0,182.5316925048828,30.0,UNITEDTEA.NS
2013-09-23,200.0,200.0,200.0,200.0,182.5316925048828,100.0,UNITEDTEA.NS
2013-09-24,200.0,200.0,200.0,200.0,182.5316925048828,0.0,UNITEDTEA.NS
2013-09-25,195.0,195.0,195.0,195.0,177.9684295654297,143.0,UNITEDTEA.NS
2013-09-26,195.0,195.0,195.0,195.0,177.9684295654297,0.0,UNITEDTEA.NS
2013-09-27,195.0,195.0,195.0,195.0,177.9684295654297,0.0,UNITEDTEA.NS
2013-09-30,195.0,195.0,195.0,195.0,177.9684295654297,0.0,UNITEDTEA.NS
2013-10-01,204.75,204.75,204.75,204.75,186.86685180664062,100.0,UNITEDTEA.NS
2013-10-03,210.0,210.0,210.0,210.0,191.65829467773438,4.0,UNITEDTEA.NS
2013-10-04,218.89999389648438,218.89999389648438,218.89999389648438,218.89999389648438,199.78094482421875,296.0,UNITEDTEA.NS
2013-10-07,216.0,216.9499969482422,216.0,216.0,197.1342315673828,300.0,UNITEDTEA.NS
2013-10-08,216.0,216.0,215.75,216.0,197.1342315673828,320.0,UNITEDTEA.NS
2013-10-09,216.0,216.0,216.0,216.0,197.1342315673828,0.0,UNITEDTEA.NS
2013-10-10,216.0,216.0,216.0,216.0,197.1342315673828,0.0,UNITEDTEA.NS
2013-10-11,216.0,216.0,216.0,216.0,197.1342315673828,0.0,UNITEDTEA.NS
2013-10-14,216.0,216.0,216.0,216.0,197.1342315673828,0.0,UNITEDTEA.NS
2013-10-15,216.0,216.0,216.0,216.0,197.1342315673828,20.0,UNITEDTEA.NS
2013-10-17,216.0,216.0,216.0,216.0,197.1342315673828,12.0,UNITEDTEA.NS
2013-10-18,216.0,216.0,215.8000030517578,216.0,197.1342315673828,28.0,UNITEDTEA.NS
2013-10-21,210.0,216.0,206.0,210.0,191.65829467773438,62.0,UNITEDTEA.NS
2013-10-22,202.5,216.0,202.5,202.5,184.81336975097656,176.0,UNITEDTEA.NS
2013-10-23,210.0,212.60000610351562,210.0,210.0,191.65829467773438,520.0,UNITEDTEA.NS
2013-10-24,210.0,210.0,210.0,210.0,191.65829467773438,520.0,UNITEDTEA.NS
2013-10-25,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-10-28,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-10-29,210.0,210.0,210.0,210.0,191.65829467773438,1000.0,UNITEDTEA.NS
2013-10-30,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-10-31,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-01,218.0,218.0,218.0,218.0,198.95957946777344,1.0,UNITEDTEA.NS
2013-11-05,228.0,228.0,228.0,228.0,208.0861358642578,1.0,UNITEDTEA.NS
2013-11-06,218.0,218.0,218.0,218.0,198.95957946777344,1.0,UNITEDTEA.NS
2013-11-07,210.0,225.0,207.10000610351562,210.0,191.65829467773438,304.0,UNITEDTEA.NS
2013-11-08,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-11,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-12,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-13,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-14,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-18,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-19,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-20,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-21,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-22,211.0500030517578,211.0500030517578,210.0,211.0500030517578,192.61659240722656,54.0,UNITEDTEA.NS
2013-11-25,211.0500030517578,211.0500030517578,211.0500030517578,211.0500030517578,192.61659240722656,0.0,UNITEDTEA.NS
2013-11-26,211.0500030517578,211.0500030517578,211.0500030517578,211.0500030517578,192.61659240722656,0.0,UNITEDTEA.NS
2013-11-27,210.0,210.0,210.0,210.0,191.65829467773438,8.0,UNITEDTEA.NS
2013-11-28,210.0,210.0,210.0,210.0,191.65829467773438,0.0,UNITEDTEA.NS
2013-11-29,209.0,209.0,209.0,209.0,190.74562072753906,320.0,UNITEDTEA.NS
2013-12-02,219.0,219.0,219.0,219.0,199.87220764160156,950.0,UNITEDTEA.NS
2013-12-03,219.0,219.0,215.0,219.0,199.87220764160156,1710.0,UNITEDTEA.NS
2013-12-04,215.0500030517578,215.0500030517578,215.0500030517578,215.0500030517578,196.2672119140625,10.0,UNITEDTEA.NS
2013-12-05,219.0,219.0,219.0,219.0,199.87220764160156,3000.0,UNITEDTEA.NS
2013-12-06,219.0,219.0,219.0,219.0,199.87220764160156,1519.0,UNITEDTEA.NS
2013-12-09,219.0,219.0,219.0,219.0,199.87220764160156,0.0,UNITEDTEA.NS
2013-12-10,217.9499969482422,217.9499969482422,217.9499969482422,217.9499969482422,198.9139404296875,3000.0,UNITEDTEA.NS
2013-12-11,220.0,220.0,219.0,220.0,200.784912109375,5249.0,UNITEDTEA.NS
2013-12-12,228.8000030517578,228.8000030517578,212.14999389648438,228.8000030517578,208.81629943847656,130.0,UNITEDTEA.NS
2013-12-13,221.0,221.0,221.0,221.0,201.6975555419922,100.0,UNITEDTEA.NS
2013-12-16,221.0,221.0,221.0,221.0,201.6975555419922,0.0,UNITEDTEA.NS
2013-12-17,221.0,221.0,221.0,221.0,201.6975555419922,25.0,UNITEDTEA.NS
2013-12-18,220.0,220.0,220.0,220.0,200.784912109375,100.0,UNITEDTEA.NS
2013-12-19,209.0,210.0,209.0,209.0,190.74562072753906,915.0,UNITEDTEA.NS
2013-12-20,219.0,219.0,217.89999389648438,219.0,199.87220764160156,2279.0,UNITEDTEA.NS
2013-12-23,214.0,215.0500030517578,214.0,214.0,195.3089141845703,774.0,UNITEDTEA.NS
2013-12-24,219.0,219.0,214.0,219.0,199.87220764160156,3899.0,UNITEDTEA.NS
2013-12-26,221.0,228.0,221.0,221.0,201.6975555419922,1110.0,UNITEDTEA.NS
2013-12-27,217.0,219.0,214.1999969482422,217.0,198.04693603515625,1448.0,UNITEDTEA.NS
2013-12-30,217.0,217.0,217.0,217.0,198.04693603515625,0.0,UNITEDTEA.NS
2013-12-31,217.0,217.0,217.0,217.0,198.04693603515625,0.0,UNITEDTEA.NS
2014-01-01,217.0,217.0,217.0,217.0,198.04693603515625,0.0,UNITEDTEA.NS
2014-01-02,213.0500030517578,213.0500030517578,213.0500030517578,213.0500030517578,194.44190979003906,110.0,UNITEDTEA.NS
2014-01-03,207.0,207.0,207.0,207.0,188.9203643798828,20.0,UNITEDTEA.NS
2014-01-06,210.0,210.0,210.0,210.0,191.65829467773438,100.0,UNITEDTEA.NS
2014-01-07,215.0,215.0,215.0,215.0,196.22157287597656,40.0,UNITEDTEA.NS
2014-01-08,225.75,225.75,222.0500030517578,225.75,206.03268432617188,1214.0,UNITEDTEA.NS
2014-01-09,227.10000610351562,227.10000610351562,227.10000610351562,227.10000610351562,207.26475524902344,1172.0,UNITEDTEA.NS
2014-01-10,232.0,232.0,232.0,232.0,211.73678588867188,100.0,UNITEDTEA.NS
2014-01-13,232.0,234.0,231.0,231.3000030517578,211.09791564941406,1537.0,UNITEDTEA.NS
2014-01-14,231.3000030517578,231.3000030517578,231.3000030517578,231.3000030517578,211.09791564941406,0.0,UNITEDTEA.NS
2014-01-15,231.3000030517578,231.3000030517578,231.3000030517578,231.3000030517578,211.09791564941406,0.0,UNITEDTEA.NS
2014-01-16,230.0,230.0,220.0,220.0,200.784912109375,10.0,UNITEDTEA.NS
2014-01-17,220.0,231.0,220.0,231.0,210.82412719726562,140.0,UNITEDTEA.NS
2014-01-20,231.0,231.0,231.0,231.0,210.82412719726562,0.0,UNITEDTEA.NS
2014-01-21,219.4499969482422,229.0,219.4499969482422,229.0,208.99879455566406,115.0,UNITEDTEA.NS
2014-01-22,219.4499969482422,219.4499969482422,219.4499969482422,219.4499969482422,200.28292846679688,63.0,UNITEDTEA.NS
2014-01-23,219.4499969482422,219.4499969482422,219.4499969482422,219.4499969482422,200.28292846679688,0.0,UNITEDTEA.NS
2014-01-24,211.1999969482422,220.0,211.14999389648438,220.0,200.784912109375,130.0,UNITEDTEA.NS
2014-01-27,220.0,220.0,220.0,220.0,200.784912109375,0.0,UNITEDTEA.NS
2014-01-28,215.0,215.0,215.0,215.0,196.22157287597656,10.0,UNITEDTEA.NS
2014-01-29,217.0,217.0,217.0,217.0,198.04693603515625,20.0,UNITEDTEA.NS
2014-01-30,217.0,217.0,217.0,217.0,198.04693603515625,0.0,UNITEDTEA.NS
2014-01-31,217.0,217.0,217.0,217.0,198.04693603515625,0.0,UNITEDTEA.NS
2014-02-03,218.0,218.0,218.0,218.0,198.95957946777344,200.0,UNITEDTEA.NS
2014-02-04,218.0,218.0,218.0,218.0,198.95957946777344,0.0,UNITEDTEA.NS
2014-02-05,218.0,218.0,218.0,218.0,198.95957946777344,0.0,UNITEDTEA.NS
2014-02-06,221.0,221.0,217.0,217.0,198.04693603515625,53.0,UNITEDTEA.NS
2014-02-07,210.39999389648438,210.39999389648438,210.25,210.25,191.88644409179688,1536.0,UNITEDTEA.NS
2014-02-10,210.0,210.10000610351562,208.0,208.5500030517578,190.33494567871094,7176.0,UNITEDTEA.NS
2014-02-11,218.0,218.0,209.0,209.0,190.74562072753906,811.0,UNITEDTEA.NS
2014-02-12,214.5,214.5,213.9499969482422,213.9499969482422,195.26324462890625,10.0,UNITEDTEA.NS
2014-02-13,213.9499969482422,213.9499969482422,213.9499969482422,213.9499969482422,195.26324462890625,0.0,UNITEDTEA.NS
2014-02-14,210.0,210.0,210.0,210.0,191.65829467773438,7.0,UNITEDTEA.NS
2014-02-17,210.0,215.0,210.0,215.0,196.22157287597656,319.0,UNITEDTEA.NS
2014-02-18,214.89999389648438,215.0,214.89999389648438,215.0,196.22157287597656,436.0,UNITEDTEA.NS
2014-02-19,214.85000610351562,219.0,214.85000610351562,219.0,199.87220764160156,224.0,UNITEDTEA.NS
2014-02-20,219.0,225.0,219.0,225.0,205.34817504882812,463.0,UNITEDTEA.NS
2014-02-21,224.5,229.0,221.0,228.60000610351562,208.63377380371094,1500.0,UNITEDTEA.NS
2014-02-24,232.0,236.0,220.0,236.0,215.387451171875,972.0,UNITEDTEA.NS
2014-02-25,236.0,242.0,226.14999389648438,235.60000610351562,215.0223846435547,1585.0,UNITEDTEA.NS
2014-02-26,235.0,247.0,225.5500030517578,247.0,225.42665100097656,425.0,UNITEDTEA.NS
2014-02-28,235.0,247.0,235.0,242.0,220.86337280273438,773.0,UNITEDTEA.NS
2014-03-03,231.0,254.0,231.0,253.0,230.90261840820312,62.0,UNITEDTEA.NS
2014-03-04,245.0500030517578,245.0500030517578,245.0500030517578,245.0500030517578,223.64698791503906,1.0,UNITEDTEA.NS
2014-03-05,253.89999389648438,255.0,253.89999389648438,255.0,232.7279510498047,190.0,UNITEDTEA.NS
2014-03-06,250.10000610351562,265.0,250.0,260.0,237.29122924804688,3983.0,UNITEDTEA.NS
2014-03-07,260.04998779296875,272.95001220703125,256.04998779296875,260.0,237.29122924804688,6788.0,UNITEDTEA.NS
2014-03-10,255.0500030517578,270.0,255.0500030517578,269.5,245.9615020751953,935.0,UNITEDTEA.NS
2014-03-11,260.25,273.0,260.1000061035156,268.75,245.27694702148438,3341.0,UNITEDTEA.NS
2014-03-12,270.0,270.0,270.0,270.0,246.41781616210938,1050.0,UNITEDTEA.NS
2014-03-13,279.5,280.0,267.0,275.8999938964844,251.80252075195312,301.0,UNITEDTEA.NS
2014-03-14,275.8999938964844,275.8999938964844,275.8999938964844,275.8999938964844,251.80252075195312,0.0,UNITEDTEA.NS
2014-03-18,275.0,285.0,262.1499938964844,266.20001220703125,242.94972229003906,1417.0,UNITEDTEA.NS
2014-03-19,266.20001220703125,266.20001220703125,266.20001220703125,266.20001220703125,242.94972229003906,0.0,UNITEDTEA.NS
2014-03-20,270.0,270.0,253.0,253.0,230.90261840820312,202.0,UNITEDTEA.NS
2014-03-21,253.0,253.0,253.0,253.0,230.90261840820312,0.0,UNITEDTEA.NS
2014-03-22,,,,,,,UNITEDTEA.NS
2014-03-24,253.0,253.0,253.0,253.0,230.90261840820312,0.0,UNITEDTEA.NS
2014-03-25,265.6000061035156,265.6000061035156,251.25,260.79998779296875,238.02134704589844,5.0,UNITEDTEA.NS
2014-03-26,260.79998779296875,260.79998779296875,260.79998779296875,260.79998779296875,238.02134704589844,0.0,UNITEDTEA.NS
2014-03-27,251.14999389648438,254.8000030517578,248.0,254.8000030517578,232.54541015625,905.0,UNITEDTEA.NS
2014-03-28,254.8000030517578,254.8000030517578,254.8000030517578,254.8000030517578,232.54541015625,0.0,UNITEDTEA.NS
2014-03-31,254.8000030517578,254.8000030517578,254.8000030517578,254.8000030517578,232.54541015625,0.0,UNITEDTEA.NS
2014-04-01,254.0,254.0,254.0,254.0,231.8152618408203,4.0,UNITEDTEA.NS
2014-04-02,249.9499969482422,250.0,242.9499969482422,242.9499969482422,221.7303924560547,214.0,UNITEDTEA.NS
2014-04-03,245.0,245.0,243.0,244.5500030517578,223.190673828125,129.0,UNITEDTEA.NS
2014-04-04,233.64999389648438,244.0,233.64999389648438,238.8000030517578,217.94287109375,10.0,UNITEDTEA.NS
2014-04-07,240.0,240.0,240.0,240.0,219.0380859375,11.0,UNITEDTEA.NS
2014-04-09,240.0,240.0,228.0,228.0,208.0861358642578,100.0,UNITEDTEA.NS
2014-04-10,239.39999389648438,239.39999389648438,239.39999389648438,239.39999389648438,218.49046325683594,4.0,UNITEDTEA.NS
2014-04-11,239.39999389648438,239.39999389648438,239.39999389648438,239.39999389648438,219.40695190429688,0.0,UNITEDTEA.NS
2014-04-15,226.5,250.0,226.5,231.5500030517578,212.2125244140625,250.0,UNITEDTEA.NS
2014-04-16,230.0,234.0,220.0500030517578,225.1999969482422,206.392822265625,860.0,UNITEDTEA.NS
2014-04-17,221.0,225.0,221.0,225.0,206.20953369140625,15.0,UNITEDTEA.NS
2014-04-21,225.0,225.0,225.0,225.0,206.20953369140625,0.0,UNITEDTEA.NS
2014-04-22,216.0,225.0,214.0,214.0500030517578,196.1739959716797,1319.0,UNITEDTEA.NS
2014-04-23,206.0500030517578,224.0,206.0500030517578,223.0,204.37657165527344,210.0,UNITEDTEA.NS
2014-04-24,223.0,223.0,223.0,223.0,204.37657165527344,0.0,UNITEDTEA.NS
2014-04-25,224.9499969482422,225.0,224.9499969482422,225.0,206.20953369140625,2.0,UNITEDTEA.NS
2014-04-28,225.0,225.0,225.0,225.0,206.20953369140625,0.0,UNITEDTEA.NS
2014-04-29,228.75,228.89999389648438,228.75,228.8000030517578,209.69219970703125,2.0,UNITEDTEA.NS
2014-04-30,228.8000030517578,228.8000030517578,228.8000030517578,228.8000030517578,209.69219970703125,0.0,UNITEDTEA.NS
2014-05-02,228.89999389648438,228.89999389648438,225.0,228.8000030517578,209.69219970703125,13.0,UNITEDTEA.NS
2014-05-05,217.39999389648438,217.39999389648438,217.39999389648438,217.39999389648438,199.2442169189453,40.0,UNITEDTEA.NS
2014-05-06,208.0500030517578,208.0500030517578,207.10000610351562,207.5,190.17105102539062,70.0,UNITEDTEA.NS
2014-05-07,207.5,207.5,207.5,207.5,190.17105102539062,0.0,UNITEDTEA.NS
2014-05-08,207.5,207.5,207.5,207.5,190.17105102539062,0.0,UNITEDTEA.NS
2014-05-09,207.5,207.5,207.5,207.5,190.17105102539062,0.0,UNITEDTEA.NS
2014-05-12,207.0,207.0,197.14999389648438,197.60000610351562,181.0977783203125,500.0,UNITEDTEA.NS
2014-05-13,195.0,207.0,195.0,207.0,189.7128143310547,21.0,UNITEDTEA.NS
2014-05-14,197.1999969482422,205.0,197.1999969482422,197.1999969482422,180.73118591308594,20.0,UNITEDTEA.NS
2014-05-15,206.0,206.0,197.1999969482422,206.0,188.79627990722656,20.0,UNITEDTEA.NS
2014-05-16,196.0,196.60000610351562,196.0,196.60000610351562,180.1813201904297,38.0,UNITEDTEA.NS
2014-05-19,201.25,201.25,201.25,201.25,184.4429931640625,100.0,UNITEDTEA.NS
2014-05-20,206.0,206.0,200.0,200.0,183.29734802246094,2669.0,UNITEDTEA.NS
2014-05-21,203.1999969482422,203.1999969482422,200.14999389648438,203.10000610351562,186.13845825195312,134.0,UNITEDTEA.NS
2014-05-22,205.0,210.0,205.0,210.0,192.4622344970703,832.0,UNITEDTEA.NS
2014-05-23,220.0,220.0,219.85000610351562,219.89999389648438,201.5354461669922,121.0,UNITEDTEA.NS
2014-05-26,210.0,210.0,210.0,210.0,192.4622344970703,48.0,UNITEDTEA.NS
2014-05-27,202.0,209.0,201.0,203.0,186.0468292236328,208.0,UNITEDTEA.NS
2014-05-28,203.0,203.0,203.0,203.0,186.0468292236328,0.0,UNITEDTEA.NS
2014-05-29,213.14999389648438,213.14999389648438,205.0,205.0,187.8798065185547,11.0,UNITEDTEA.NS
2014-05-30,205.0,205.0,205.0,205.0,187.8798065185547,0.0,UNITEDTEA.NS
2014-06-02,214.9499969482422,214.9499969482422,214.0,214.89999389648438,196.9530029296875,42.0,UNITEDTEA.NS
2014-06-03,223.85000610351562,225.0,223.85000610351562,225.0,206.20953369140625,227.0,UNITEDTEA.NS
2014-06-04,225.0,235.0,225.0,225.39999389648438,206.57611083984375,256.0,UNITEDTEA.NS
2014-06-05,215.25,230.0,215.25,230.0,210.79196166992188,11.0,UNITEDTEA.NS
2014-06-06,229.9499969482422,239.89999389648438,229.9499969482422,232.25,212.85403442382812,225.0,UNITEDTEA.NS
2014-06-09,242.0,242.9499969482422,240.0,242.3000030517578,222.0647430419922,325.0,UNITEDTEA.NS
2014-06-10,240.0,254.0,240.0,253.8000030517578,232.60435485839844,2016.0,UNITEDTEA.NS
2014-06-11,242.0,249.89999389648438,241.5,249.89999389648438,229.03001403808594,1791.0,UNITEDTEA.NS
2014-06-12,250.0,250.0,250.0,250.0,229.12171936035156,50.0,UNITEDTEA.NS
2014-06-13,242.14999389648438,242.14999389648438,241.0,241.0,220.8733367919922,50.0,UNITEDTEA.NS
2014-06-16,241.0,241.0,241.0,241.0,220.8733367919922,17.0,UNITEDTEA.NS
2014-06-17,241.0,241.0,241.0,241.0,220.8733367919922,0.0,UNITEDTEA.NS
2014-06-18,241.0,241.0,241.0,241.0,220.8733367919922,0.0,UNITEDTEA.NS
2014-06-19,241.0,241.0,241.0,241.0,220.8733367919922,0.0,UNITEDTEA.NS
2014-06-20,240.0,240.0,240.0,240.0,219.9568634033203,10.0,UNITEDTEA.NS
2014-06-23,240.0,240.0,240.0,240.0,219.9568634033203,0.0,UNITEDTEA.NS
2014-06-24,251.89999389648438,251.89999389648438,250.10000610351562,250.10000610351562,229.2133331298828,15.0,UNITEDTEA.NS
2014-06-25,261.8999938964844,261.8999938964844,261.8999938964844,261.8999938964844,240.0279083251953,1.0,UNITEDTEA.NS
2014-06-26,261.8999938964844,261.8999938964844,261.8999938964844,261.8999938964844,240.0279083251953,0.0,UNITEDTEA.NS
2014-06-27,250.0,250.0,250.0,250.0,229.12171936035156,700.0,UNITEDTEA.NS
2014-06-30,261.8999938964844,261.8999938964844,237.5,241.5,221.33157348632812,14.0,UNITEDTEA.NS
2014-07-01,241.5,241.5,241.5,241.5,221.33157348632812,0.0,UNITEDTEA.NS
2014-07-02,253.5,253.5,253.5,253.5,232.3293914794922,20.0,UNITEDTEA.NS
2014-07-03,241.0,241.0,241.0,241.0,220.8733367919922,4.0,UNITEDTEA.NS
2014-07-04,253.0,253.0,242.0,242.0,221.78981018066406,20.0,UNITEDTEA.NS
2014-07-07,249.0,253.89999389648438,245.0,245.0,224.53929138183594,210.0,UNITEDTEA.NS
2014-07-08,245.0,245.0,234.10000610351562,234.10000610351562,214.54957580566406,162.0,UNITEDTEA.NS
2014-07-09,234.10000610351562,234.10000610351562,234.10000610351562,234.10000610351562,214.54957580566406,1.0,UNITEDTEA.NS
2014-07-10,234.10000610351562,234.10000610351562,234.10000610351562,234.10000610351562,214.54957580566406,0.0,UNITEDTEA.NS
2014-07-11,231.5,231.5,231.0,231.0,211.7084503173828,60.0,UNITEDTEA.NS
2014-07-14,230.0,235.0,230.0,234.89999389648438,215.28277587890625,4610.0,UNITEDTEA.NS
2014-07-15,239.89999389648438,239.89999389648438,230.39999389648438,231.4499969482422,212.12086486816406,100.0,UNITEDTEA.NS
2014-07-16,230.39999389648438,230.39999389648438,230.0,230.0,210.79196166992188,200.0,UNITEDTEA.NS
2014-07-17,230.0,230.0,230.0,230.0,210.79196166992188,0.0,UNITEDTEA.NS
2014-07-18,230.0,230.0,230.0,230.0,210.79196166992188,0.0,UNITEDTEA.NS
2014-07-21,230.0,230.0,230.0,230.0,210.79196166992188,0.0,UNITEDTEA.NS
2014-07-22,230.39999389648438,240.9499969482422,230.0,240.9499969482422,220.82749938964844,455.0,UNITEDTEA.NS
2014-07-23,252.0,252.0,252.0,252.0,230.9546661376953,4.0,UNITEDTEA.NS
2014-07-24,250.0,259.0,250.0,259.0,237.37008666992188,432.0,UNITEDTEA.NS
2014-07-25,259.0,260.0,259.0,259.5,237.8283233642578,130.0,UNITEDTEA.NS
2014-07-28,272.3500061035156,272.3500061035156,268.0,268.0,245.61846923828125,8.0,UNITEDTEA.NS
2014-07-30,268.0,268.0,268.0,268.0,245.61846923828125,0.0,UNITEDTEA.NS
2014-07-31,268.0,268.0,268.0,268.0,245.61846923828125,0.0,UNITEDTEA.NS
2014-08-01,258.0,258.0,258.0,258.0,236.4535675048828,4.0,UNITEDTEA.NS
2014-08-04,258.0,258.0,258.0,258.0,236.4535675048828,0.0,UNITEDTEA.NS
2014-08-05,245.10000610351562,245.10000610351562,245.10000610351562,245.10000610351562,224.63088989257812,1045.0,UNITEDTEA.NS
2014-08-06,235.3000030517578,257.0,235.3000030517578,257.0,235.53712463378906,11.0,UNITEDTEA.NS
2014-08-07,267.0,267.0,244.14999389648438,244.14999389648438,223.76028442382812,1120.0,UNITEDTEA.NS
2014-08-08,251.0,251.0,237.0,240.0500030517578,220.00265502929688,2500.0,UNITEDTEA.NS
2014-08-11,251.5,251.5,236.5,244.0,223.62277221679688,416.0,UNITEDTEA.NS
2014-08-12,235.5500030517578,244.4499969482422,231.8000030517578,232.75,213.31231689453125,4170.0,UNITEDTEA.NS
2014-08-13,244.35000610351562,244.35000610351562,237.10000610351562,243.89999389648438,223.53109741210938,835.0,UNITEDTEA.NS
2014-08-14,240.0,253.0,240.0,253.0,231.8711700439453,20.0,UNITEDTEA.NS
2014-08-18,254.89999389648438,254.89999389648438,252.9499969482422,252.9499969482422,231.8253173828125,6.0,UNITEDTEA.NS
2014-08-19,252.89999389648438,252.89999389648438,252.89999389648438,252.89999389648438,231.7794952392578,11.0,UNITEDTEA.NS
2014-08-20,262.5,262.5,252.5,252.5,231.41294860839844,135.0,UNITEDTEA.NS
2014-08-21,252.4499969482422,252.4499969482422,252.4499969482422,252.4499969482422,231.3671112060547,17.0,UNITEDTEA.NS
2014-08-22,254.89999389648438,259.0,254.85000610351562,259.0,237.37008666992188,63.0,UNITEDTEA.NS
2014-08-25,253.0,260.0,250.0,260.0,238.2865753173828,202.0,UNITEDTEA.NS
2014-08-26,248.0,249.10000610351562,247.5,248.4499969482422,227.7011260986328,157.0,UNITEDTEA.NS
2014-08-27,242.0,256.0,242.0,256.0,234.62062072753906,23.0,UNITEDTEA.NS
2014-08-28,246.60000610351562,255.0,245.0500030517578,248.0,227.2886962890625,511.0,UNITEDTEA.NS
2014-09-01,257.6499938964844,257.6499938964844,257.6499938964844,257.6499938964844,236.13279724121094,50.0,UNITEDTEA.NS
2014-09-02,256.6499938964844,256.6499938964844,255.0,255.89999389648438,234.5289306640625,508.0,UNITEDTEA.NS
2014-09-03,251.0500030517578,263.75,248.5,251.25,231.8072509765625,5097.0,UNITEDTEA.NS
2014-09-04,248.3000030517578,248.3000030517578,247.10000610351562,247.10000610351562,227.9784393310547,1010.0,UNITEDTEA.NS
2014-09-05,248.0,248.0,247.0,247.0500030517578,227.93226623535156,500.0,UNITEDTEA.NS
2014-09-08,246.9499969482422,249.9499969482422,246.9499969482422,249.9499969482422,230.60787963867188,150.0,UNITEDTEA.NS
2014-09-09,249.89999389648438,262.0,249.89999389648438,259.0,238.9575653076172,1625.0,UNITEDTEA.NS
2014-09-10,252.0,255.0,249.0500030517578,255.0,235.26708984375,2500.0,UNITEDTEA.NS
2014-09-11,247.25,260.95001220703125,247.25,249.10000610351562,229.82362365722656,220.0,UNITEDTEA.NS
2014-09-12,259.8999938964844,259.8999938964844,249.0,249.0,229.7313690185547,115.0,UNITEDTEA.NS
2014-09-15,257.75,257.75,246.0,246.0,226.9635467529297,4.0,UNITEDTEA.NS
